event_id,timestamp,hunter_id,terrain_type,event_type,animal_id,damage,calories_burned,voice_msg,encounter_id,animal,location,date,rarity_score,terrain_name,climate,danger_level,rarity_factor,description,day,terrain_visited,animals_hunted,health,stamina,fame,money_earned,experience_points
E-15393,2025-04-06 06:03:00,H-1781,City Ruins,injured,Unknown,81,657,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15394,2025-05-29 14:30:00,H-1773,Forest,encounter,A-646,0,857,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15395,2025-04-11 18:01:00,H-1103,Savanna,hunt_success,A-951,0,168,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15396,2025-05-07 04:02:00,H-1227,Desert,bike_travel,Unknown,0,719,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15397,2025-04-06 21:37:00,H-1911,Canyon,hunt_failed,A-759,0,584,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15398,2025-05-26 19:24:00,H-1360,Forest,hunt_success,A-679,0,770,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15399,2025-05-14 21:06:00,H-1718,Tundra,hunt_failed,A-537,0,818,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15400,2025-04-04 16:44:00,H-1461,Desert,injured,Unknown,17,780,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15401,2025-04-17 14:16:00,H-1363,Savanna,encounter,A-437,0,424,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15402,2025-04-27 11:11:00,H-1073,Volcanic Zone,encounter,A-136,0,672,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15403,2025-05-31 16:39:00,H-1619,Tundra,hunt_failed,A-738,0,944,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15404,2025-04-29 11:29:00,H-1807,Canyon,hunt_failed,A-723,0,657,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15405,2025-04-17 15:55:00,H-1491,Canyon,bike_travel,Unknown,0,346,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15406,2025-05-09 00:14:00,H-1287,Desert,bike_travel,Unknown,0,714,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15407,2025-05-08 06:20:00,H-1277,Mountains,injured,Unknown,22,615,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15408,2025-04-02 04:56:00,H-1849,Tundra,injured,Unknown,87,96,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15409,2025-04-20 15:46:00,H-1584,City Ruins,hunt_success,A-705,0,401,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15410,2025-04-29 11:26:00,H-1944,Tundra,bike_travel,Unknown,0,382,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15411,2025-05-22 17:01:00,H-1453,Jungle,hunt_failed,A-451,0,631,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15412,2025-04-14 07:34:00,H-1033,Volcanic Zone,bike_travel,Unknown,0,328,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15413,2025-05-06 03:39:00,H-1872,Volcanic Zone,injured,Unknown,73,944,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15414,2025-06-04 20:45:00,H-1766,Tundra,hunt_success,A-743,0,461,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15415,2025-04-05 10:16:00,H-1872,Volcanic Zone,hunt_success,A-939,0,414,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15416,2025-05-30 12:44:00,H-1968,Desert,bike_travel,Unknown,0,336,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15417,2025-04-07 04:00:00,H-1497,Swamp,injured,Unknown,77,468,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15418,2025-04-06 22:25:00,H-1296,Jungle,injured,Unknown,44,903,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15419,2025-05-05 17:45:00,H-1994,Swamp,hunt_success,A-278,0,880,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15420,2025-05-27 12:08:00,H-1734,City Ruins,hunt_failed,A-537,0,336,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15421,2025-06-06 04:34:00,H-1193,Savanna,bike_travel,Unknown,0,432,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15422,2025-04-06 01:13:00,H-1238,Mountains,bike_travel,Unknown,0,861,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15423,2025-05-08 09:12:00,H-1738,Jungle,injured,Unknown,62,388,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15424,2025-06-08 13:40:00,H-1119,Canyon,injured,Unknown,72,834,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15425,2025-05-11 01:19:00,H-1365,Tundra,encounter,A-265,0,603,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15426,2025-05-24 21:38:00,H-1742,Tundra,hunt_failed,A-838,0,955,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15427,2025-05-31 17:59:00,H-1526,Forest,hunt_success,A-482,0,363,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15428,2025-05-14 14:32:00,H-1914,City Ruins,encounter,A-813,0,402,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15429,2025-06-07 14:26:00,H-1318,Savanna,hunt_success,A-508,0,798,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15430,2025-05-20 19:23:00,H-1937,Volcanic Zone,hunt_failed,A-213,0,445,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15431,2025-04-07 12:14:00,H-1777,Forest,hunt_success,A-201,0,642,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15432,2025-04-03 22:40:00,H-1106,Jungle,bike_travel,Unknown,0,570,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15433,2025-06-06 12:44:00,H-1262,Jungle,hunt_failed,A-743,0,210,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15434,2025-04-25 14:17:00,H-1304,Jungle,hunt_failed,A-934,0,239,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15435,2025-04-26 06:00:00,H-1164,Canyon,injured,Unknown,84,676,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15436,2025-05-03 21:14:00,H-1888,Tundra,encounter,A-106,0,586,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15437,2025-05-14 19:09:00,H-1033,Volcanic Zone,hunt_failed,A-326,0,414,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15438,2025-05-04 17:53:00,H-1690,City Ruins,injured,Unknown,87,742,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15439,2025-06-07 04:17:00,H-1891,Canyon,hunt_success,A-672,0,782,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15440,2025-06-06 18:24:00,H-1049,Volcanic Zone,hunt_success,A-472,0,73,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15441,2025-05-12 05:19:00,H-1574,Forest,hunt_failed,A-990,0,331,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15442,2025-04-04 20:04:00,H-1456,Savanna,bike_travel,Unknown,0,765,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15443,2025-05-07 07:01:00,H-1331,Canyon,bike_travel,Unknown,0,500,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15444,2025-04-01 12:55:00,H-1085,Jungle,encounter,A-730,0,417,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15445,2025-04-28 01:18:00,H-1414,Jungle,hunt_failed,A-192,0,56,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15446,2025-05-31 01:11:00,H-1527,Desert,hunt_success,A-966,0,614,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15447,2025-04-17 07:07:00,H-1370,Swamp,injured,Unknown,87,328,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15448,2025-06-07 23:19:00,H-1947,Canyon,encounter,A-114,0,860,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15449,2025-04-23 22:33:00,H-1805,Swamp,bike_travel,Unknown,0,166,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15450,2025-05-12 07:03:00,H-1164,Canyon,bike_travel,Unknown,0,275,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15451,2025-04-12 17:53:00,H-1066,Forest,injured,Unknown,28,63,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15452,2025-05-29 21:26:00,H-1867,Savanna,bike_travel,Unknown,0,680,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15453,2025-05-30 18:23:00,H-1015,Mountains,bike_travel,Unknown,0,994,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15454,2025-05-25 01:25:00,H-1946,Volcanic Zone,hunt_success,A-240,0,440,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15455,2025-04-21 06:10:00,H-1341,Canyon,bike_travel,Unknown,0,398,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15456,2025-06-01 08:06:00,H-1759,Mountains,hunt_success,A-327,0,186,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15457,2025-06-01 14:50:00,H-1389,City Ruins,encounter,A-486,0,355,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15458,2025-04-20 00:49:00,H-1784,Swamp,encounter,A-441,0,228,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15459,2025-05-29 04:32:00,H-1119,Canyon,hunt_success,A-769,0,126,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15460,2025-05-17 11:30:00,H-1637,Forest,hunt_failed,A-709,0,772,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15461,2025-05-08 13:25:00,H-1915,Forest,injured,Unknown,40,99,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15462,2025-04-27 15:24:00,H-1564,Savanna,hunt_success,A-758,0,278,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15463,2025-05-16 22:06:00,H-1316,Canyon,bike_travel,Unknown,0,71,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15464,2025-05-18 06:23:00,H-1571,Jungle,encounter,A-948,0,208,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15465,2025-06-08 04:12:00,H-1263,Desert,bike_travel,Unknown,0,194,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15466,2025-05-02 08:42:00,H-1212,Mountains,bike_travel,Unknown,0,267,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15467,2025-04-16 04:13:00,H-1054,Jungle,injured,Unknown,91,245,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15468,2025-04-03 16:47:00,H-1562,Desert,hunt_success,A-218,0,840,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15469,2025-04-21 12:30:00,H-1266,Savanna,hunt_success,A-374,0,294,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15470,2025-05-01 01:52:00,H-1173,Tundra,encounter,A-270,0,419,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15471,2025-06-01 03:25:00,H-1606,Forest,hunt_failed,A-787,0,968,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15472,2025-05-17 12:08:00,H-1908,Tundra,hunt_success,A-119,0,779,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15473,2025-05-21 07:53:00,H-1550,Mountains,bike_travel,Unknown,0,761,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15474,2025-05-08 18:36:00,H-1788,Savanna,injured,Unknown,62,138,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15475,2025-04-11 08:44:00,H-1212,Mountains,bike_travel,Unknown,0,171,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15476,2025-04-14 10:27:00,H-1506,City Ruins,bike_travel,Unknown,0,102,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15477,2025-04-09 15:12:00,H-1450,Volcanic Zone,bike_travel,Unknown,0,353,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15478,2025-05-24 10:46:00,H-1612,Jungle,injured,Unknown,12,795,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15479,2025-04-29 06:15:00,H-1573,Desert,bike_travel,Unknown,0,603,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15480,2025-06-07 16:52:00,H-1086,Mountains,encounter,A-378,0,323,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15481,2025-04-12 20:32:00,H-1051,Mountains,hunt_success,A-979,0,430,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15482,2025-04-20 16:39:00,H-1910,Swamp,bike_travel,Unknown,0,904,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15483,2025-06-06 23:57:00,H-1278,City Ruins,injured,Unknown,93,932,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15484,2025-04-19 22:27:00,H-1279,Tundra,hunt_success,A-109,0,585,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15485,2025-05-03 14:00:00,H-1912,Canyon,encounter,A-833,0,798,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15486,2025-05-31 01:43:00,H-1575,Savanna,injured,Unknown,35,616,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15487,2025-05-22 18:05:00,H-1899,Tundra,bike_travel,Unknown,0,332,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15488,2025-04-29 21:47:00,H-1567,Mountains,bike_travel,Unknown,0,139,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15489,2025-05-12 06:44:00,H-1238,Mountains,hunt_success,A-317,0,860,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15490,2025-05-12 09:40:00,H-1181,Canyon,injured,Unknown,26,927,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15491,2025-05-17 04:47:00,H-1965,Volcanic Zone,bike_travel,Unknown,0,784,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15492,2025-05-15 17:30:00,H-1210,City Ruins,encounter,A-423,0,698,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15493,2025-05-16 00:05:00,H-1490,Tundra,bike_travel,Unknown,0,614,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15494,2025-04-14 10:30:00,H-1965,Volcanic Zone,bike_travel,Unknown,0,462,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15495,2025-04-08 04:47:00,H-1674,Volcanic Zone,bike_travel,Unknown,0,835,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15496,2025-05-21 12:38:00,H-1508,Savanna,injured,Unknown,49,847,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15497,2025-06-03 01:16:00,H-1176,Swamp,encounter,A-370,0,735,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15498,2025-04-01 13:02:00,H-1534,Desert,bike_travel,Unknown,0,619,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15499,2025-04-30 19:42:00,H-1395,Mountains,hunt_success,A-453,0,823,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15500,2025-05-11 19:53:00,H-1001,Swamp,injured,Unknown,85,67,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15501,2025-04-01 14:06:00,H-1375,Canyon,bike_travel,Unknown,0,66,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15502,2025-04-01 11:14:00,H-1695,City Ruins,injured,Unknown,89,759,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15503,2025-05-06 13:58:00,H-1411,Volcanic Zone,hunt_failed,A-250,0,503,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15504,2025-05-22 22:31:00,H-1674,Volcanic Zone,hunt_failed,A-706,0,890,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15505,2025-05-21 22:42:00,H-1174,Mountains,hunt_failed,A-317,0,221,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-15506,2025-04-18 19:38:00,H-1929,City Ruins,encounter,A-664,0,221,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
