event_id,timestamp,hunter_id,terrain_type,event_type,animal_id,damage,calories_burned,voice_msg,hunt_result,is_danger,energy_category
E-15402,2025-04-27 11:11:00,H-1073,Volcanic Zone,encounter,A-136,0,672,Nice shot!,None,False,High
E-15403,2025-05-31 16:39:00,H-1619,Tundra,hunt_failed,A-738,0,944,Stay alert!,Failed,False,High
E-15404,2025-04-29 11:29:00,H-1807,Canyon,hunt_failed,A-723,0,657,Stay alert!,Failed,False,High
E-15405,2025-04-17 15:55:00,H-1491,Canyon,bike_travel,,0,346,Stay alert!,None,False,Medium
E-15406,2025-05-09 00:14:00,H-1287,Desert,bike_travel,,0,714,Mission success.,None,False,High
E-15407,2025-05-08 06:20:00,H-1277,Mountains,injured,,22,615,Scan complete.,None,False,High
E-15408,2025-04-02 04:56:00,H-1849,Tundra,injured,,87,96,Be careful!,None,True,Low
E-15409,2025-04-20 15:46:00,H-1584,City Ruins,hunt_success,A-705,0,401,Stay alert!,Success,False,Medium
E-15410,2025-04-29 11:26:00,H-1944,Tundra,bike_travel,,0,382,Low health warning!,None,False,Medium
E-15411,2025-05-22 17:01:00,H-1453,Jungle,hunt_failed,A-451,0,631,Low health warning!,Failed,False,High
E-15412,2025-04-14 07:34:00,H-1033,Volcanic Zone,bike_travel,,0,328,Be careful!,None,False,Medium
E-15413,2025-05-06 03:39:00,H-1872,Volcanic Zone,injured,,73,944,Be careful!,None,True,High
E-15414,2025-06-04 20:45:00,H-1766,Tundra,hunt_success,A-743,0,461,Scan complete.,Success,False,Medium
E-15415,2025-04-05 10:16:00,H-1872,Volcanic Zone,hunt_success,A-939,0,414,Enemy nearby!,Success,False,Medium
E-15416,2025-05-30 12:44:00,H-1968,Desert,bike_travel,,0,336,Low health warning!,None,False,Medium
E-15417,2025-04-07 04:00:00,H-1497,Swamp,injured,,77,468,Low health warning!,None,True,Medium
E-15418,2025-04-06 22:25:00,H-1296,Jungle,injured,,44,903,Be careful!,None,False,High
E-15419,2025-05-05 17:45:00,H-1994,Swamp,hunt_success,A-278,0,880,Nice shot!,Success,False,High
E-15420,2025-05-27 12:08:00,H-1734,City Ruins,hunt_failed,A-537,0,336,Nice shot!,Failed,False,Medium
E-15421,2025-06-06 04:34:00,H-1193,Savanna,bike_travel,,0,432,Mission success.,None,False,Medium
E-15422,2025-04-06 01:13:00,H-1238,Mountains,bike_travel,,0,861,Mission success.,None,False,High
E-15423,2025-05-08 09:12:00,H-1738,Jungle,injured,,62,388,Enemy nearby!,None,True,Medium
E-15424,2025-06-08 13:40:00,H-1119,Canyon,injured,,72,834,Stay alert!,None,True,High
E-15425,2025-05-11 01:19:00,H-1365,Tundra,encounter,A-265,0,603,Low health warning!,None,False,High
E-15426,2025-05-24 21:38:00,H-1742,Tundra,hunt_failed,A-838,0,955,Stay alert!,Failed,False,High
E-15427,2025-05-31 17:59:00,H-1526,Forest,hunt_success,A-482,0,363,Mission success.,Success,False,Medium
E-15428,2025-05-14 14:32:00,H-1914,City Ruins,encounter,A-813,0,402,Low health warning!,None,False,Medium
E-15429,2025-06-07 14:26:00,H-1318,Savanna,hunt_success,A-508,0,798,Nice shot!,Success,False,High
E-15430,2025-05-20 19:23:00,H-1937,Volcanic Zone,hunt_failed,A-213,0,445,Enemy nearby!,Failed,False,Medium
E-15431,2025-04-07 12:14:00,H-1777,Forest,hunt_success,A-201,0,642,Low health warning!,Success,False,High
E-15432,2025-04-03 22:40:00,H-1106,Jungle,bike_travel,,0,570,Be careful!,None,False,Medium
E-15433,2025-06-06 12:44:00,H-1262,Jungle,hunt_failed,A-743,0,210,Scan complete.,Failed,False,Medium
E-15434,2025-04-25 14:17:00,H-1304,Jungle,hunt_failed,A-934,0,239,Nice shot!,Failed,False,Medium
E-15435,2025-04-26 06:00:00,H-1164,Canyon,injured,,84,676,Low health warning!,None,True,High
E-15436,2025-05-03 21:14:00,H-1888,Tundra,encounter,A-106,0,586,Scan complete.,None,False,Medium
E-15437,2025-05-14 19:09:00,H-1033,Volcanic Zone,hunt_failed,A-326,0,414,Mission success.,Failed,False,Medium
E-15438,2025-05-04 17:53:00,H-1690,City Ruins,injured,,87,742,Be careful!,None,True,High
E-15439,2025-06-07 04:17:00,H-1891,Canyon,hunt_success,A-672,0,782,Stay alert!,Success,False,High
E-15440,2025-06-06 18:24:00,H-1049,Volcanic Zone,hunt_success,A-472,0,73,Scan complete.,Success,False,Low
E-15441,2025-05-12 05:19:00,H-1574,Forest,hunt_failed,A-990,0,331,Low health warning!,Failed,False,Medium
E-15442,2025-04-04 20:04:00,H-1456,Savanna,bike_travel,,0,765,Low health warning!,None,False,High
E-15443,2025-05-07 07:01:00,H-1331,Canyon,bike_travel,,0,500,Scan complete.,None,False,Medium
E-15444,2025-04-01 12:55:00,H-1085,Jungle,encounter,A-730,0,417,Stay alert!,None,False,Medium
E-15445,2025-04-28 01:18:00,H-1414,Jungle,hunt_failed,A-192,0,56,Stay alert!,Failed,False,Low
E-15446,2025-05-31 01:11:00,H-1527,Desert,hunt_success,A-966,0,614,Scan complete.,Success,False,High
E-15447,2025-04-17 07:07:00,H-1370,Swamp,injured,,87,328,Mission success.,None,True,Medium
E-15448,2025-06-07 23:19:00,H-1947,Canyon,encounter,A-114,0,860,Be careful!,None,False,High
E-15449,2025-04-23 22:33:00,H-1805,Swamp,bike_travel,,0,166,Stay alert!,None,False,Low
E-15450,2025-05-12 07:03:00,H-1164,Canyon,bike_travel,,0,275,Scan complete.,None,False,Medium
E-15451,2025-04-12 17:53:00,H-1066,Forest,injured,,28,63,Mission success.,None,False,Low
E-15452,2025-05-29 21:26:00,H-1867,Savanna,bike_travel,,0,680,Nice shot!,None,False,High
E-15453,2025-05-30 18:23:00,H-1015,Mountains,bike_travel,,0,994,Nice shot!,None,False,High
E-15454,2025-05-25 01:25:00,H-1946,Volcanic Zone,hunt_success,A-240,0,440,Low health warning!,Success,False,Medium
E-15455,2025-04-21 06:10:00,H-1341,Canyon,bike_travel,,0,398,Enemy nearby!,None,False,Medium
E-15456,2025-06-01 08:06:00,H-1759,Mountains,hunt_success,A-327,0,186,Be careful!,Success,False,Low
E-15457,2025-06-01 14:50:00,H-1389,City Ruins,encounter,A-486,0,355,Be careful!,None,False,Medium
E-15458,2025-04-20 00:49:00,H-1784,Swamp,encounter,A-441,0,228,Stay alert!,None,False,Medium
E-15459,2025-05-29 04:32:00,H-1119,Canyon,hunt_success,A-769,0,126,Scan complete.,Success,False,Low
E-15460,2025-05-17 11:30:00,H-1637,Forest,hunt_failed,A-709,0,772,Stay alert!,Failed,False,High
E-15461,2025-05-08 13:25:00,H-1915,Forest,injured,,40,99,Enemy nearby!,None,False,Low
E-15462,2025-04-27 15:24:00,H-1564,Savanna,hunt_success,A-758,0,278,Low health warning!,Success,False,Medium
E-15463,2025-05-16 22:06:00,H-1316,Canyon,bike_travel,,0,71,Enemy nearby!,None,False,Low
E-15464,2025-05-18 06:23:00,H-1571,Jungle,encounter,A-948,0,208,Be careful!,None,False,Medium
E-15465,2025-06-08 04:12:00,H-1263,Desert,bike_travel,,0,194,Stay alert!,None,False,Low
E-15466,2025-05-02 08:42:00,H-1212,Mountains,bike_travel,,0,267,Low health warning!,None,False,Medium
E-15467,2025-04-16 04:13:00,H-1054,Jungle,injured,,91,245,Low health warning!,None,True,Medium
E-15468,2025-04-03 16:47:00,H-1562,Desert,hunt_success,A-218,0,840,Nice shot!,Success,False,High
E-15469,2025-04-21 12:30:00,H-1266,Savanna,hunt_success,A-374,0,294,Scan complete.,Success,False,Medium
E-15470,2025-05-01 01:52:00,H-1173,Tundra,encounter,A-270,0,419,Be careful!,None,False,Medium
E-15471,2025-06-01 03:25:00,H-1606,Forest,hunt_failed,A-787,0,968,Low health warning!,Failed,False,High
E-15472,2025-05-17 12:08:00,H-1908,Tundra,hunt_success,A-119,0,779,Be careful!,Success,False,High
E-15473,2025-05-21 07:53:00,H-1550,Mountains,bike_travel,,0,761,Stay alert!,None,False,High
E-15474,2025-05-08 18:36:00,H-1788,Savanna,injured,,62,138,Nice shot!,None,True,Low
E-15475,2025-04-11 08:44:00,H-1212,Mountains,bike_travel,,0,171,Enemy nearby!,None,False,Low
E-15476,2025-04-14 10:27:00,H-1506,City Ruins,bike_travel,,0,102,Scan complete.,None,False,Low
E-15477,2025-04-09 15:12:00,H-1450,Volcanic Zone,bike_travel,,0,353,Low health warning!,None,False,Medium
E-15478,2025-05-24 10:46:00,H-1612,Jungle,injured,,12,795,Scan complete.,None,False,High
E-15479,2025-04-29 06:15:00,H-1573,Desert,bike_travel,,0,603,Mission success.,None,False,High
E-15480,2025-06-07 16:52:00,H-1086,Mountains,encounter,A-378,0,323,Low health warning!,None,False,Medium
E-15481,2025-04-12 20:32:00,H-1051,Mountains,hunt_success,A-979,0,430,Scan complete.,Success,False,Medium
E-15482,2025-04-20 16:39:00,H-1910,Swamp,bike_travel,,0,904,Be careful!,None,False,High
E-15483,2025-06-06 23:57:00,H-1278,City Ruins,injured,,93,932,Mission success.,None,True,High
E-15484,2025-04-19 22:27:00,H-1279,Tundra,hunt_success,A-109,0,585,Enemy nearby!,Success,False,Medium
E-15485,2025-05-03 14:00:00,H-1912,Canyon,encounter,A-833,0,798,Be careful!,None,False,High
E-15486,2025-05-31 01:43:00,H-1575,Savanna,injured,,35,616,Stay alert!,None,False,High
E-15487,2025-05-22 18:05:00,H-1899,Tundra,bike_travel,,0,332,Scan complete.,None,False,Medium
E-15488,2025-04-29 21:47:00,H-1567,Mountains,bike_travel,,0,139,Be careful!,None,False,Low
E-15489,2025-05-12 06:44:00,H-1238,Mountains,hunt_success,A-317,0,860,Scan complete.,Success,False,High
E-15490,2025-05-12 09:40:00,H-1181,Canyon,injured,,26,927,Low health warning!,None,False,High
E-15491,2025-05-17 04:47:00,H-1965,Volcanic Zone,bike_travel,,0,784,Scan complete.,None,False,High
E-15492,2025-05-15 17:30:00,H-1210,City Ruins,encounter,A-423,0,698,Enemy nearby!,None,False,High
E-15493,2025-05-16 00:05:00,H-1490,Tundra,bike_travel,,0,614,Scan complete.,None,False,High
E-15494,2025-04-14 10:30:00,H-1965,Volcanic Zone,bike_travel,,0,462,Mission success.,None,False,Medium
E-15495,2025-04-08 04:47:00,H-1674,Volcanic Zone,bike_travel,,0,835,Nice shot!,None,False,High
E-15496,2025-05-21 12:38:00,H-1508,Savanna,injured,,49,847,Enemy nearby!,None,False,High
E-15497,2025-06-03 01:16:00,H-1176,Swamp,encounter,A-370,0,735,Mission success.,None,False,High
E-15498,2025-04-01 13:02:00,H-1534,Desert,bike_travel,,0,619,Enemy nearby!,None,False,High
E-15499,2025-04-30 19:42:00,H-1395,Mountains,hunt_success,A-453,0,823,Enemy nearby!,Success,False,High
E-15500,2025-05-11 19:53:00,H-1001,Swamp,injured,,85,67,Be careful!,None,True,Low
E-15501,2025-04-01 14:06:00,H-1375,Canyon,bike_travel,,0,66,Stay alert!,None,False,Low
E-15502,2025-04-01 11:14:00,H-1695,City Ruins,injured,,89,759,Low health warning!,None,True,High
E-15503,2025-05-06 13:58:00,H-1411,Volcanic Zone,hunt_failed,A-250,0,503,Mission success.,Failed,False,Medium
E-15504,2025-05-22 22:31:00,H-1674,Volcanic Zone,hunt_failed,A-706,0,890,Stay alert!,Failed,False,High
E-15505,2025-05-21 22:42:00,H-1174,Mountains,hunt_failed,A-317,0,221,Stay alert!,Failed,False,Medium
E-15506,2025-04-18 19:38:00,H-1929,City Ruins,encounter,A-664,0,221,Enemy nearby!,None,False,Medium
E-15507,2025-05-17 21:10:00,H-1468,Tundra,hunt_success,A-368,0,255,Stay alert!,Success,False,Medium
E-15508,2025-04-16 09:43:00,H-1681,Canyon,bike_travel,,0,733,Scan complete.,None,False,High
E-15509,2025-05-26 14:32:00,H-1473,Tundra,injured,,77,442,Be careful!,None,True,Medium
E-15510,2025-04-03 11:59:00,H-1875,Volcanic Zone,injured,,33,665,Nice shot!,None,False,High
E-15511,2025-04-08 16:09:00,H-1277,Mountains,hunt_failed,A-230,0,396,Low health warning!,Failed,False,Medium
E-15512,2025-04-22 17:34:00,H-1181,Canyon,encounter,A-538,0,936,Nice shot!,None,False,High
E-15513,2025-05-23 02:58:00,H-1703,City Ruins,encounter,A-504,0,148,Nice shot!,None,False,Low
E-15514,2025-06-01 17:59:00,H-1983,Swamp,hunt_failed,A-148,0,284,Enemy nearby!,Failed,False,Medium
E-15515,2025-04-26 09:47:00,H-1159,Jungle,hunt_failed,A-178,0,220,Nice shot!,Failed,False,Medium
E-15516,2025-04-30 07:53:00,H-1917,City Ruins,hunt_failed,A-347,0,547,Nice shot!,Failed,False,Medium
E-15517,2025-06-09 03:48:00,H-1914,City Ruins,injured,,45,204,Scan complete.,None,False,Medium
E-15518,2025-04-22 03:40:00,H-1631,Jungle,hunt_success,A-706,0,884,Stay alert!,Success,False,High
E-15519,2025-04-15 00:12:00,H-1393,Swamp,hunt_success,A-791,0,751,Be careful!,Success,False,High
E-15520,2025-06-05 20:10:00,H-1687,Swamp,bike_travel,,0,601,Low health warning!,None,False,High
E-15521,2025-04-06 15:53:00,H-1239,Jungle,encounter,A-165,0,452,Stay alert!,None,False,Medium
E-15522,2025-04-28 10:43:00,H-1648,Swamp,hunt_failed,A-918,0,900,Be careful!,Failed,False,High
E-15523,2025-05-10 08:16:00,H-1629,Desert,bike_travel,,0,184,Scan complete.,None,False,Low
E-15524,2025-06-06 19:12:00,H-1493,Canyon,hunt_failed,A-921,0,612,Low health warning!,Failed,False,High
E-15525,2025-05-29 16:56:00,H-1594,Jungle,hunt_failed,A-866,0,647,Be careful!,Failed,False,High
E-15526,2025-04-13 07:38:00,H-1430,Canyon,injured,,17,106,Low health warning!,None,False,Low
E-15527,2025-05-02 21:00:00,H-1715,Tundra,bike_travel,,0,941,Mission success.,None,False,High
E-15528,2025-04-12 14:50:00,H-1303,Mountains,injured,,18,864,Mission success.,None,False,High
E-15529,2025-04-30 09:57:00,H-1976,City Ruins,hunt_failed,A-735,0,278,Low health warning!,Failed,False,Medium
E-15530,2025-05-03 10:03:00,H-1710,Mountains,hunt_failed,A-359,0,970,Be careful!,Failed,False,High
E-15531,2025-04-03 13:50:00,H-1501,City Ruins,encounter,A-881,0,706,Be careful!,None,False,High
E-15532,2025-04-27 01:40:00,H-1334,Mountains,injured,,10,694,Enemy nearby!,None,False,High
E-15533,2025-05-01 01:14:00,H-1632,Jungle,encounter,A-238,0,882,Nice shot!,None,False,High
E-15534,2025-04-27 01:53:00,H-1347,Swamp,encounter,A-422,0,360,Nice shot!,None,False,Medium
E-15535,2025-05-25 18:03:00,H-1956,Forest,injured,,28,584,Low health warning!,None,False,Medium
E-15536,2025-05-25 18:38:00,H-1977,Swamp,bike_travel,,0,936,Stay alert!,None,False,High
E-15537,2025-04-12 04:30:00,H-1383,Desert,encounter,A-788,0,716,Enemy nearby!,None,False,High
E-15538,2025-04-07 16:32:00,H-1745,Tundra,hunt_success,A-306,0,210,Nice shot!,Success,False,Medium
E-15539,2025-06-01 13:35:00,H-1843,Savanna,injured,,71,466,Enemy nearby!,None,True,Medium
E-15540,2025-06-08 20:03:00,H-1482,Mountains,hunt_failed,A-115,0,347,Be careful!,Failed,False,Medium
E-15541,2025-04-28 09:31:00,H-1338,Jungle,bike_travel,,0,616,Low health warning!,None,False,High
E-15542,2025-06-07 19:07:00,H-1792,Volcanic Zone,bike_travel,,0,81,Scan complete.,None,False,Low
E-15543,2025-06-06 03:29:00,H-1079,Swamp,hunt_failed,A-556,0,571,Mission success.,Failed,False,Medium
E-15544,2025-05-24 09:23:00,H-1517,Swamp,bike_travel,,0,605,Low health warning!,None,False,High
E-15545,2025-04-24 18:20:00,H-1624,City Ruins,encounter,A-705,0,464,Low health warning!,None,False,Medium
E-15546,2025-05-23 02:45:00,H-1694,Forest,hunt_success,A-484,0,575,Be careful!,Success,False,Medium
E-15547,2025-05-02 20:46:00,H-1133,Canyon,bike_travel,,0,965,Enemy nearby!,None,False,High
E-15548,2025-05-06 11:57:00,H-1736,Canyon,bike_travel,,0,587,Be careful!,None,False,Medium
E-15549,2025-04-25 13:30:00,H-1261,Savanna,hunt_success,A-158,0,472,Low health warning!,Success,False,Medium
E-15550,2025-04-20 20:27:00,H-1416,Volcanic Zone,hunt_success,A-405,0,214,Stay alert!,Success,False,Medium
E-15551,2025-05-27 18:43:00,H-1027,Desert,hunt_failed,A-972,0,517,Mission success.,Failed,False,Medium
E-15552,2025-05-02 04:30:00,H-1530,Volcanic Zone,encounter,A-222,0,895,Low health warning!,None,False,High
E-15553,2025-04-10 00:45:00,H-1067,Canyon,bike_travel,,0,487,Enemy nearby!,None,False,Medium
E-15554,2025-06-04 02:21:00,H-1993,City Ruins,hunt_failed,A-306,0,77,Mission success.,Failed,False,Low
E-15555,2025-04-29 12:55:00,H-1575,Savanna,hunt_success,A-347,0,869,Enemy nearby!,Success,False,High
E-15556,2025-05-21 16:09:00,H-1129,Forest,injured,,34,253,Be careful!,None,False,Medium
E-15557,2025-04-25 18:25:00,H-1682,City Ruins,hunt_success,A-903,0,99,Be careful!,Success,False,Low
E-15558,2025-04-18 23:14:00,H-1845,Tundra,hunt_success,A-212,0,664,Nice shot!,Success,False,High
E-15559,2025-06-05 14:45:00,H-1052,Forest,encounter,A-452,0,225,Low health warning!,None,False,Medium
E-15560,2025-05-28 06:58:00,H-1660,Tundra,hunt_failed,A-637,0,219,Be careful!,Failed,False,Medium
E-15561,2025-04-13 21:17:00,H-1696,Jungle,hunt_success,A-889,0,645,Scan complete.,Success,False,High
E-15562,2025-04-16 08:59:00,H-1345,Mountains,hunt_success,A-926,0,557,Low health warning!,Success,False,Medium
E-15563,2025-05-22 16:47:00,H-1963,Desert,hunt_success,A-698,0,125,Be careful!,Success,False,Low
E-15564,2025-05-01 04:13:00,H-1512,Forest,encounter,A-149,0,593,Scan complete.,None,False,Medium
E-15565,2025-05-30 06:26:00,H-1310,Swamp,bike_travel,,0,237,Mission success.,None,False,Medium
E-15566,2025-04-08 00:53:00,H-1552,Canyon,hunt_failed,A-358,0,671,Scan complete.,Failed,False,High
E-15567,2025-05-14 05:16:00,H-1078,Jungle,bike_travel,,0,746,Nice shot!,None,False,High
E-15568,2025-06-02 00:18:00,H-1198,Volcanic Zone,injured,,22,343,Be careful!,None,False,Medium
E-15569,2025-04-04 07:48:00,H-1825,Volcanic Zone,injured,,63,191,Scan complete.,None,True,Low
E-15570,2025-04-11 23:32:00,H-1259,Canyon,hunt_failed,A-476,0,862,Scan complete.,Failed,False,High
E-15571,2025-05-16 15:41:00,H-1994,Swamp,encounter,A-581,0,331,Stay alert!,None,False,Medium
E-15572,2025-05-10 23:59:00,H-1585,Tundra,hunt_success,A-360,0,815,Enemy nearby!,Success,False,High
E-15573,2025-05-24 03:39:00,H-1259,Canyon,hunt_failed,A-588,0,103,Mission success.,Failed,False,Low
E-15574,2025-06-03 04:58:00,H-1094,Desert,hunt_success,A-205,0,424,Stay alert!,Success,False,Medium
E-15575,2025-05-25 21:47:00,H-1047,Forest,encounter,A-763,0,150,Scan complete.,None,False,Low
E-15576,2025-05-04 04:47:00,H-1985,Swamp,encounter,A-134,0,671,Scan complete.,None,False,High
E-15577,2025-05-29 06:18:00,H-1720,Volcanic Zone,bike_travel,,0,847,Low health warning!,None,False,High
E-15578,2025-04-14 09:52:00,H-1736,Canyon,hunt_failed,A-997,0,747,Enemy nearby!,Failed,False,High
E-15579,2025-05-05 03:22:00,H-1254,Savanna,encounter,A-341,0,209,Mission success.,None,False,Medium
E-15580,2025-06-08 09:58:00,H-1798,Volcanic Zone,encounter,A-432,0,376,Be careful!,None,False,Medium
E-15581,2025-06-07 07:43:00,H-1264,Tundra,hunt_failed,A-264,0,226,Be careful!,Failed,False,Medium
E-15582,2025-05-16 04:47:00,H-1530,Volcanic Zone,injured,,90,989,Scan complete.,None,True,High
E-15583,2025-06-03 03:48:00,H-1597,Tundra,hunt_failed,A-743,0,575,Nice shot!,Failed,False,Medium
E-15584,2025-04-25 17:35:00,H-1763,Savanna,bike_travel,,0,742,Scan complete.,None,False,High
E-15585,2025-04-27 06:50:00,H-1979,Volcanic Zone,bike_travel,,0,622,Be careful!,None,False,High
E-15586,2025-06-03 13:01:00,H-1470,Forest,hunt_failed,A-148,0,675,Be careful!,Failed,False,High
E-15587,2025-06-01 10:38:00,H-1525,Canyon,encounter,A-551,0,186,Scan complete.,None,False,Low
E-15588,2025-05-15 07:37:00,H-1675,Volcanic Zone,injured,,64,599,Low health warning!,None,True,Medium
E-15589,2025-04-26 06:34:00,H-1050,Swamp,encounter,A-659,0,102,Scan complete.,None,False,Low
E-15590,2025-05-06 02:48:00,H-1016,City Ruins,injured,,26,971,Be careful!,None,False,High
E-15591,2025-05-08 19:40:00,H-1679,Savanna,hunt_success,A-186,0,685,Enemy nearby!,Success,False,High
E-15592,2025-06-05 17:59:00,H-1017,Tundra,hunt_success,A-241,0,990,Scan complete.,Success,False,High
E-15593,2025-05-02 07:04:00,H-1605,Savanna,bike_travel,,0,942,Low health warning!,None,False,High
E-15594,2025-05-31 03:14:00,H-1435,Tundra,hunt_failed,A-622,0,839,Low health warning!,Failed,False,High
E-15595,2025-05-07 23:38:00,H-1770,Savanna,encounter,A-221,0,439,Stay alert!,None,False,Medium
E-15596,2025-05-09 05:12:00,H-1544,City Ruins,bike_travel,,0,917,Low health warning!,None,False,High
E-15597,2025-04-23 13:53:00,H-1112,Canyon,encounter,A-118,0,151,Mission success.,None,False,Low
E-15598,2025-05-30 01:54:00,H-1398,Mountains,encounter,A-223,0,277,Nice shot!,None,False,Medium
E-15599,2025-05-19 04:35:00,H-1058,Tundra,hunt_failed,A-559,0,363,Low health warning!,Failed,False,Medium
E-15600,2025-04-12 23:25:00,H-1506,City Ruins,encounter,A-799,0,423,Scan complete.,None,False,Medium
E-15601,2025-04-08 08:34:00,H-1663,Swamp,encounter,A-253,0,323,Stay alert!,None,False,Medium
E-15602,2025-05-12 06:58:00,H-1221,Swamp,injured,,16,515,Low health warning!,None,False,Medium
E-15603,2025-04-04 05:58:00,H-1532,Canyon,bike_travel,,0,901,Nice shot!,None,False,High
E-15604,2025-05-19 14:43:00,H-1142,Jungle,bike_travel,,0,754,Mission success.,None,False,High
E-15605,2025-04-13 18:10:00,H-1317,Tundra,injured,,55,508,Low health warning!,None,True,Medium
E-15606,2025-06-03 05:27:00,H-1926,Desert,bike_travel,,0,576,Low health warning!,None,False,Medium
E-15607,2025-04-14 06:29:00,H-1571,Jungle,hunt_failed,A-517,0,755,Be careful!,Failed,False,High
E-15608,2025-05-04 03:31:00,H-1102,Savanna,encounter,A-453,0,552,Be careful!,None,False,Medium
E-15609,2025-05-05 08:07:00,H-1183,Tundra,bike_travel,,0,364,Enemy nearby!,None,False,Medium
E-15610,2025-05-09 01:44:00,H-1954,Canyon,hunt_failed,A-539,0,374,Enemy nearby!,Failed,False,Medium
E-15611,2025-05-31 07:04:00,H-1663,Swamp,bike_travel,,0,519,Enemy nearby!,None,False,Medium
E-15612,2025-05-06 14:45:00,H-1007,Desert,bike_travel,,0,254,Scan complete.,None,False,Medium
E-15613,2025-05-17 02:26:00,H-1173,Tundra,hunt_failed,A-628,0,402,Nice shot!,Failed,False,Medium
E-15614,2025-05-05 07:24:00,H-1018,Mountains,encounter,A-373,0,216,Mission success.,None,False,Medium
E-15615,2025-05-14 15:30:00,H-1663,Swamp,hunt_success,A-480,0,784,Low health warning!,Success,False,High
E-15616,2025-05-18 01:41:00,H-1705,Swamp,hunt_failed,A-150,0,242,Nice shot!,Failed,False,Medium
E-15617,2025-04-05 18:10:00,H-1107,Volcanic Zone,bike_travel,,0,161,Nice shot!,None,False,Low
E-15618,2025-05-08 08:24:00,H-1413,Forest,hunt_failed,A-470,0,197,Nice shot!,Failed,False,Low
E-15619,2025-05-29 02:03:00,H-1831,Volcanic Zone,encounter,A-321,0,738,Low health warning!,None,False,High
E-15620,2025-04-03 23:01:00,H-1895,City Ruins,hunt_failed,A-791,0,162,Enemy nearby!,Failed,False,Low
E-15621,2025-05-17 03:35:00,H-1827,Desert,bike_travel,,0,274,Enemy nearby!,None,False,Medium
E-15622,2025-05-30 12:52:00,H-1524,Mountains,hunt_success,A-284,0,269,Enemy nearby!,Success,False,Medium
E-15623,2025-05-27 23:39:00,H-1584,City Ruins,hunt_failed,A-791,0,58,Enemy nearby!,Failed,False,Low
E-15624,2025-05-02 07:41:00,H-1967,Jungle,hunt_failed,A-977,0,464,Be careful!,Failed,False,Medium
E-15625,2025-04-15 16:36:00,H-1790,Volcanic Zone,injured,,22,607,Low health warning!,None,False,High
E-15626,2025-04-30 09:00:00,H-1639,Jungle,injured,,12,380,Be careful!,None,False,Medium
E-15627,2025-04-12 11:17:00,H-1060,Mountains,bike_travel,,0,872,Mission success.,None,False,High
E-15628,2025-05-18 14:47:00,H-1466,Canyon,injured,,52,963,Scan complete.,None,True,High
E-15629,2025-04-05 01:20:00,H-1237,Canyon,hunt_success,A-680,0,617,Stay alert!,Success,False,High
E-15630,2025-04-14 12:39:00,H-1297,Canyon,hunt_success,A-999,0,210,Scan complete.,Success,False,Medium
E-15631,2025-05-18 13:43:00,H-1741,Forest,encounter,A-181,0,678,Be careful!,None,False,High
E-15632,2025-05-27 06:15:00,H-1067,Canyon,encounter,A-297,0,465,Be careful!,None,False,Medium
E-15633,2025-05-20 16:02:00,H-1535,Desert,injured,,37,210,Low health warning!,None,False,Medium
E-15634,2025-06-06 13:53:00,H-1635,Swamp,hunt_success,A-445,0,777,Stay alert!,Success,False,High
E-15635,2025-04-24 01:39:00,H-1028,Jungle,bike_travel,,0,421,Mission success.,None,False,Medium
E-15636,2025-04-10 16:06:00,H-1257,Canyon,bike_travel,,0,156,Nice shot!,None,False,Low
E-15637,2025-05-15 07:58:00,H-1377,Swamp,injured,,14,661,Stay alert!,None,False,High
E-15638,2025-05-28 13:05:00,H-1621,Volcanic Zone,injured,,96,890,Nice shot!,None,True,High
E-15639,2025-04-19 15:24:00,H-1319,Jungle,hunt_failed,A-845,0,315,Scan complete.,Failed,False,Medium
E-15640,2025-04-25 03:29:00,H-1134,Swamp,hunt_failed,A-827,0,652,Mission success.,Failed,False,High
E-15641,2025-04-02 09:49:00,H-1787,Canyon,injured,,83,853,Stay alert!,None,True,High
E-15642,2025-05-22 13:31:00,H-1059,Savanna,hunt_failed,A-385,0,832,Stay alert!,Failed,False,High
E-15643,2025-05-02 16:38:00,H-1648,Swamp,encounter,A-854,0,773,Mission success.,None,False,High
E-15644,2025-04-27 21:33:00,H-1593,Desert,bike_travel,,0,863,Low health warning!,None,False,High
E-15645,2025-05-31 17:43:00,H-1951,Mountains,injured,,56,174,Be careful!,None,True,Low
E-15646,2025-05-08 10:57:00,H-1388,Savanna,hunt_failed,A-661,0,383,Be careful!,Failed,False,Medium
E-15647,2025-04-22 11:49:00,H-1572,Jungle,hunt_success,A-820,0,331,Scan complete.,Success,False,Medium
E-15648,2025-05-30 10:25:00,H-1101,Jungle,bike_travel,,0,68,Enemy nearby!,None,False,Low
E-15649,2025-04-02 01:41:00,H-1275,Volcanic Zone,encounter,A-755,0,559,Scan complete.,None,False,Medium
E-15650,2025-04-22 08:07:00,H-1157,Jungle,hunt_success,A-286,0,934,Mission success.,Success,False,High
E-15651,2025-05-11 21:56:00,H-1045,Tundra,hunt_failed,A-949,0,376,Scan complete.,Failed,False,Medium
E-15652,2025-04-22 10:48:00,H-1331,Canyon,hunt_failed,A-828,0,702,Mission success.,Failed,False,High
E-15653,2025-04-28 01:13:00,H-1428,Canyon,hunt_success,A-597,0,498,Stay alert!,Success,False,Medium
E-15654,2025-04-23 16:46:00,H-1999,Volcanic Zone,hunt_success,A-160,0,78,Nice shot!,Success,False,Low
