hunter_id,day,terrain_visited,animals_hunted,health,stamina,fame,money_earned,experience_points
H0606,79,Swamp,5,76,38,1882,1680,1830
H0606,80,Tundra,4,88,44,1926,780,1870
H0606,81,Urban Ruins,5,92,32,2001,2205,1920
H0606,82,Savanna,1,69,71,2015,564,1930
H0606,83,Urban Ruins,4,74,52,2039,552,1970
H0606,84,Rainforest,0,58,55,2039,0,1970
H0606,85,Arctic,1,90,78,2048,520,1980
H0606,86,Swamp,3,94,51,2075,1488,2010
H0606,87,Desert,4,81,90,2127,768,2050
H0606,88,Volcanic,5,77,61,2152,1515,2100
H0606,89,Arctic,2,99,99,2178,1450,2120
H0606,90,Desert,4,96,49,2222,1520,2160
H0606,91,Tundra,4,91,89,2254,1024,2200
H0606,92,Desert,2,78,93,2272,1368,2220
H0606,93,Savanna,0,72,37,2272,0,2220
H0606,94,Tundra,3,67,46,2302,2142,2250
H0606,95,Savanna,0,67,86,2302,0,2250
H0606,96,Tundra,5,88,66,2327,1370,2300
H0606,97,Arctic,5,61,91,2372,3510,2350
H0606,98,Savanna,2,78,68,2402,722,2370
H0606,99,Rainforest,5,88,48,2467,2235,2420
H0606,100,Volcanic,3,67,33,2488,1329,2450
H0607,1,Tundra,5,78,81,30,3105,50
H0607,2,Savanna,0,72,81,30,0,50
H0607,3,Swamp,2,61,34,58,1626,70
H0607,4,Urban Ruins,3,91,46,103,1074,100
H0607,5,Rainforest,2,57,93,125,380,120
H0607,6,Urban Ruins,0,60,49,125,0,120
H0607,7,Desert,0,83,96,125,0,120
H0607,8,Swamp,2,60,46,141,1110,140
H0607,9,Urban Ruins,3,54,87,183,2412,170
H0607,10,Desert,4,55,44,211,788,210
H0607,11,Tundra,0,67,42,211,0,210
H0607,12,Arctic,3,77,86,235,1434,240
H0607,13,Desert,3,61,92,271,1059,270
H0607,14,Savanna,4,71,94,295,1376,310
H0607,15,Arctic,5,63,33,365,1065,360
H0607,16,Tundra,2,62,68,389,800,380
H0607,17,Volcanic,4,50,93,445,3916,420
H0607,18,Desert,4,63,60,477,3084,460
H0607,19,Mountain,4,93,33,529,1840,500
H0607,20,Mountain,3,65,92,550,2373,530
H0607,21,Tundra,5,62,69,595,3995,580
H0607,22,Desert,5,67,36,630,3650,630
H0607,23,Rainforest,0,50,85,630,0,630
H0607,24,Desert,3,84,62,657,2925,660
H0607,25,Volcanic,1,64,46,662,492,670
H0607,26,Swamp,4,85,94,694,544,710
H0607,27,Volcanic,2,66,93,714,1258,730
H0607,28,Rainforest,1,71,69,727,614,740
H0607,29,Volcanic,5,71,41,757,685,790
H0607,30,Jungle,3,97,90,778,552,820
H0607,31,Rainforest,0,60,87,778,0,820
H0607,32,Volcanic,2,65,58,808,984,840
H0607,33,Rainforest,0,83,65,808,0,840
H0607,34,Tundra,2,52,87,822,1262,860
H0607,35,Desert,2,60,77,850,262,880
H0607,36,Arctic,4,63,68,878,2888,920
H0607,37,Urban Ruins,0,56,30,878,0,920
H0607,38,Swamp,3,87,66,917,2370,950
H0607,39,Rainforest,0,66,75,917,0,950
H0607,40,Desert,5,77,56,992,3475,1000
H0607,41,Mountain,0,93,74,992,0,1000
H0607,42,Rainforest,0,85,84,992,0,1000
H0607,43,Urban Ruins,2,98,30,1014,692,1020
H0607,44,Savanna,0,95,58,1014,0,1020
H0607,45,Swamp,0,66,63,1014,0,1020
H0607,46,Arctic,5,70,98,1089,865,1070
H0607,47,Mountain,3,95,99,1119,2337,1100
H0607,48,Tundra,3,55,83,1134,1557,1130
H0607,49,Arctic,3,96,65,1167,636,1160
H0607,50,Savanna,0,66,79,1167,0,1160
H0607,51,Jungle,1,67,42,1176,338,1170
H0607,52,Tundra,4,76,77,1216,2688,1210
H0607,53,Swamp,3,85,98,1258,1008,1240
H0607,54,Volcanic,1,59,33,1269,670,1250
H0607,55,Desert,1,75,50,1276,572,1260
H0607,56,Urban Ruins,5,58,35,1306,3820,1310
H0607,57,Jungle,0,78,74,1306,0,1310
H0607,58,Arctic,1,94,88,1317,263,1320
H0607,59,Urban Ruins,3,64,74,1353,1671,1350
H0607,60,Volcanic,2,91,64,1377,1622,1370
H0607,61,Arctic,5,54,68,1452,1715,1420
H0607,62,Arctic,5,54,73,1477,3270,1470
H0607,63,Rainforest,3,80,86,1498,1224,1500
H0607,64,Rainforest,1,54,46,1504,734,1510
H0607,65,Urban Ruins,4,60,41,1528,1952,1550
H0607,66,Desert,3,71,80,1552,1107,1580
H0607,67,Swamp,4,65,86,1588,1996,1620
H0607,68,Jungle,0,79,81,1588,0,1620
H0607,69,Tundra,1,90,77,1603,901,1630
H0607,70,Swamp,3,60,76,1624,300,1660
H0607,71,Mountain,0,83,71,1624,0,1660
H0607,72,Mountain,1,61,31,1630,684,1670
H0607,73,Volcanic,5,71,92,1670,4325,1720
H0607,74,Jungle,3,96,85,1709,1686,1750
H0607,75,Mountain,5,96,66,1739,4840,1800
H0607,76,Rainforest,5,83,46,1764,840,1850
H0607,77,Mountain,0,55,37,1764,0,1850
H0607,78,Jungle,2,60,38,1790,1504,1870
H0607,79,Jungle,5,77,87,1865,3355,1920
H0607,80,Urban Ruins,1,86,39,1876,170,1930
H0607,81,Tundra,5,77,91,1951,785,1980
H0607,82,Rainforest,3,95,92,1996,2910,2010
H0607,83,Urban Ruins,1,73,88,2010,454,2020
H0607,84,Tundra,1,64,62,2015,381,2030
H0607,85,Swamp,0,89,89,2015,0,2030
H0607,86,Mountain,3,100,59,2048,1548,2060
H0607,87,Savanna,2,81,34,2068,534,2080
H0607,88,Urban Ruins,5,67,45,2143,3295,2130
H0607,89,Volcanic,3,81,48,2173,2283,2160
H0607,90,Mountain,5,100,40,2208,4920,2210
H0607,91,Urban Ruins,0,59,48,2208,0,2210
H0607,92,Rainforest,1,55,90,2222,622,2220
H0607,93,Tundra,2,79,73,2234,1962,2240
H0607,94,Rainforest,0,54,35,2234,0,2240
H0607,95,Volcanic,1,63,68,2246,233,2250
H0607,96,Volcanic,5,97,92,2301,3915,2300
H0607,97,Volcanic,2,78,91,2329,334,2320
H0607,98,Mountain,5,96,56,2384,3205,2370
H0607,99,Rainforest,2,99,88,2414,1092,2390
H0607,100,Desert,3,53,88,2441,2049,2420
H0608,1,Volcanic,4,67,89,24,1812,40
H0608,2,Urban Ruins,3,76,93,48,2994,70
H0608,3,Jungle,2,96,36,70,480,90
H0608,4,Mountain,3,79,46,103,2151,120
H0608,5,Desert,4,64,97,163,1160,160
H0608,6,Rainforest,2,74,89,173,1468,180
H0608,7,Swamp,3,56,83,200,1347,210
H0608,8,Urban Ruins,1,64,53,209,412,220
H0608,9,Savanna,2,90,68,229,1950,240
H0608,10,Urban Ruins,4,81,73,249,1920,280
H0608,11,Savanna,1,74,98,258,447,290
H0608,12,Arctic,5,51,34,293,1595,340
H0608,13,Desert,3,66,88,332,1725,370
H0608,14,Swamp,0,87,93,332,0,370
H0608,15,Mountain,3,55,88,374,1785,400
H0608,16,Savanna,5,65,84,419,4295,450
H0608,17,Rainforest,2,74,82,435,208,470
H0608,18,Jungle,5,62,62,475,4290,520
H0608,19,Urban Ruins,3,77,98,502,2763,550
H0608,20,Desert,1,85,42,512,125,560
H0608,21,Swamp,4,76,53,532,1636,600
H0608,22,Savanna,3,66,59,556,1449,630
H0608,23,Mountain,3,54,79,583,1500,660
H0608,24,Tundra,5,76,44,653,2720,710
H0608,25,Jungle,3,69,54,698,2787,740
H0608,26,Volcanic,4,78,81,758,804,780
H0608,27,Volcanic,5,78,93,833,4530,830
H0608,28,Urban Ruins,1,81,39,847,159,840
H0608,29,Volcanic,0,92,74,847,0,840
H0608,30,Jungle,3,93,58,883,2034,870
H0608,31,Mountain,2,57,59,897,746,890
H0608,32,Savanna,3,78,79,921,861,920
H0608,33,Volcanic,5,52,57,981,3115,970
H0608,34,Desert,1,72,62,991,618,980
H0608,35,Volcanic,0,84,77,991,0,980
H0608,36,Mountain,2,66,66,1007,338,1000
H0608,37,Arctic,3,78,90,1046,588,1030
H0608,38,Volcanic,4,56,58,1078,1544,1070
H0608,39,Swamp,3,84,56,1105,2997,1100
H0608,40,Mountain,0,92,95,1105,0,1100
H0608,41,Urban Ruins,3,79,95,1150,2133,1130
H0608,42,Volcanic,2,79,79,1160,1376,1150
H0608,43,Urban Ruins,5,92,99,1190,2120,1200
H0608,44,Urban Ruins,1,87,41,1205,467,1210
H0608,45,Mountain,3,89,77,1229,1086,1240
H0608,46,Mountain,5,64,63,1254,2735,1290
H0608,47,Volcanic,2,79,46,1278,694,1310
H0608,48,Savanna,4,66,31,1310,3328,1350
H0608,49,Savanna,3,96,59,1325,2496,1380
H0608,50,Swamp,0,62,49,1325,0,1380
H0608,51,Volcanic,2,91,69,1343,526,1400
H0608,52,Jungle,2,97,31,1357,358,1420
H0608,53,Volcanic,4,73,31,1385,3728,1460
H0608,54,Jungle,0,81,51,1385,0,1460
H0608,55,Mountain,1,80,91,1394,846,1470
H0608,56,Jungle,0,71,80,1394,0,1470
H0608,57,Mountain,4,62,76,1426,3060,1510
H0608,58,Urban Ruins,3,78,97,1456,1674,1540
H0608,59,Arctic,4,87,38,1492,2268,1580
H0608,60,Rainforest,5,60,60,1542,855,1630
H0608,61,Volcanic,3,76,86,1569,1230,1660
H0608,62,Volcanic,0,67,36,1569,0,1660
H0608,63,Mountain,0,62,76,1569,0,1660
H0608,64,Urban Ruins,0,75,49,1569,0,1660
H0608,65,Jungle,3,62,42,1587,1902,1690
H0608,66,Urban Ruins,3,53,79,1614,1143,1720
H0608,67,Urban Ruins,3,58,83,1632,1302,1750
H0608,68,Mountain,0,94,80,1632,0,1750
H0608,69,Rainforest,2,72,62,1648,850,1770
H0608,70,Rainforest,5,50,56,1708,2510,1820
H0608,71,Mountain,0,69,100,1708,0,1820
H0608,72,Rainforest,0,55,70,1708,0,1820
H0608,73,Desert,1,73,84,1718,445,1830
H0608,74,Mountain,4,88,68,1742,3516,1870
H0608,75,Desert,2,86,100,1752,1714,1890
H0608,76,Volcanic,0,88,77,1752,0,1890
H0608,77,Mountain,2,52,88,1772,716,1910
H0608,78,Desert,4,62,96,1808,1268,1950
H0608,79,Urban Ruins,2,77,96,1836,830,1970
H0608,80,Jungle,3,60,30,1863,945,2000
H0608,81,Mountain,0,85,67,1863,0,2000
H0608,82,Swamp,2,100,92,1891,712,2020
H0608,83,Jungle,1,55,58,1900,890,2030
H0608,84,Arctic,4,96,90,1948,700,2070
H0608,85,Volcanic,5,72,69,1978,880,2120
H0608,86,Mountain,5,83,32,2033,2165,2170
H0608,87,Rainforest,3,98,41,2066,2511,2200
H0608,88,Urban Ruins,5,84,35,2131,1790,2250
H0608,89,Tundra,3,51,89,2155,2658,2280
H0608,90,Tundra,2,95,50,2171,1786,2300
H0608,91,Swamp,1,73,92,2185,869,2310
H0608,92,Urban Ruins,0,55,55,2185,0,2310
H0608,93,Desert,3,78,63,2206,2172,2340
H0608,94,Savanna,3,50,41,2230,1125,2370
H0608,95,Volcanic,4,100,34,2278,1668,2410
H0608,96,Tundra,0,58,91,2278,0,2410
H0608,97,Jungle,5,76,50,2353,4445,2460
H0608,98,Volcanic,1,55,78,2364,771,2470
H0608,99,Tundra,4,71,95,2420,1312,2510
H0608,100,Savanna,0,57,43,2420,0,2510
H0609,1,Tundra,1,85,89,12,737,10
H0609,2,Swamp,0,78,54,12,0,10
H0609,3,Desert,5,77,31,72,2105,60
H0609,4,Desert,2,84,74,98,1260,80
H0609,5,Tundra,5,74,99,158,3660,130
H0609,6,Mountain,4,65,49,186,728,170
H0609,7,Tundra,0,63,74,186,0,170
H0609,8,Urban Ruins,4,57,67,230,2868,210
H0609,9,Volcanic,4,56,65,266,1920,250
H0609,10,Jungle,4,68,37,318,3956,290
H0609,11,Mountain,2,97,90,332,1452,310
H0609,12,Rainforest,1,91,58,341,396,320
H0609,13,Volcanic,4,89,80,377,1972,360
H0609,14,Urban Ruins,5,84,53,417,805,410
H0609,15,Jungle,3,61,93,432,486,440
H0609,16,Savanna,5,59,37,492,560,490
H0609,17,Mountain,3,82,93,510,864,520
H0609,18,Mountain,0,90,40,510,0,520
H0609,19,Jungle,2,70,68,536,1880,540
H0609,20,Savanna,0,90,52,536,0,540
H0609,21,Swamp,0,62,93,536,0,540
H0609,22,Rainforest,1,74,49,541,411,550
H0609,23,Savanna,2,70,54,561,404,570
H0609,24,Arctic,3,94,93,579,2052,600
H0609,25,Jungle,1,91,80,587,779,610
H0609,26,Volcanic,0,84,59,587,0,610
H0609,27,Mountain,4,92,100,635,3460,650
H0609,28,Desert,1,74,63,644,654,660
H0609,29,Savanna,4,54,35,668,2008,700
H0609,30,Urban Ruins,0,80,48,668,0,700
H0609,31,Jungle,3,58,100,701,1020,730
H0609,32,Desert,2,53,30,731,1488,750
H0609,33,Arctic,5,61,94,761,2195,800
H0609,34,Savanna,2,56,43,789,870,820
H0609,35,Mountain,4,78,52,845,700,860
H0609,36,Rainforest,5,87,47,905,2075,910
H0609,37,Tundra,2,65,37,923,830,930
H0609,38,Jungle,0,81,62,923,0,930
H0609,39,Mountain,2,79,52,933,966,950
H0609,40,Volcanic,1,90,85,942,946,960
H0609,41,Urban Ruins,3,72,79,972,1251,990
H0609,42,Volcanic,5,65,99,1032,4890,1040
H0609,43,Rainforest,3,89,57,1050,2556,1070
H0609,44,Jungle,4,79,97,1070,1432,1110
H0609,45,Tundra,1,79,87,1079,920,1120
H0609,46,Swamp,3,56,68,1097,426,1150
H0609,47,Savanna,3,76,44,1130,714,1180
H0609,48,Tundra,3,87,85,1175,783,1210
H0609,49,Urban Ruins,0,72,35,1175,0,1210
H0609,50,Tundra,1,60,89,1183,565,1220
H0609,51,Tundra,1,66,86,1197,517,1230
H0609,52,Arctic,1,74,84,1203,202,1240
H0609,53,Swamp,3,99,50,1221,2583,1270
H0609,54,Savanna,2,73,47,1247,1784,1290
H0609,55,Tundra,1,85,37,1262,959,1300
H0609,56,Rainforest,3,62,46,1286,2514,1330
H0609,57,Swamp,1,96,80,1293,843,1340
H0609,58,Savanna,0,76,53,1293,0,1340
H0609,59,Savanna,0,95,96,1293,0,1340
H0609,60,Volcanic,4,77,38,1333,3512,1380
H0609,61,Jungle,4,65,54,1365,3280,1420
H0609,62,Rainforest,4,88,43,1409,668,1460
H0609,63,Urban Ruins,5,76,57,1439,1270,1510
H0609,64,Mountain,1,52,90,1453,831,1520
H0609,65,Savanna,4,66,100,1489,1952,1560
H0609,66,Mountain,0,70,42,1489,0,1560
H0609,67,Mountain,3,93,94,1534,822,1590
H0609,68,Volcanic,1,91,30,1548,522,1600
H0609,69,Rainforest,0,55,42,1548,0,1600
H0609,70,Desert,4,92,78,1596,3756,1640
H0609,71,Arctic,1,75,67,1607,841,1650
H0609,72,Desert,0,97,77,1607,0,1650
H0609,73,Swamp,2,56,62,1631,1784,1670
H0609,74,Urban Ruins,3,51,86,1658,1014,1700
H0609,75,Jungle,2,71,69,1688,254,1720
H0609,76,Swamp,0,53,81,1688,0,1720
H0609,77,Mountain,4,66,47,1732,2704,1760
H0609,78,Rainforest,0,52,48,1732,0,1760
H0609,79,Urban Ruins,5,98,91,1797,1320,1810
H0609,80,Desert,1,73,58,1806,203,1820
H0609,81,Mountain,1,63,78,1813,680,1830
H0609,82,Desert,4,85,36,1861,1256,1870
H0609,83,Tundra,0,95,33,1861,0,1870
H0609,84,Rainforest,5,74,86,1906,3215,1920
H0609,85,Savanna,5,76,34,1981,3805,1970
H0609,86,Swamp,2,55,40,2007,1890,1990
H0609,87,Tundra,3,85,88,2040,1884,2020
H0609,88,Urban Ruins,0,69,47,2040,0,2020
H0609,89,Urban Ruins,4,93,99,2072,3464,2060
H0609,90,Desert,4,64,45,2092,3820,2100
H0609,91,Volcanic,1,67,97,2106,418,2110
H0609,92,Rainforest,3,51,61,2142,804,2140
H0609,93,Arctic,5,77,79,2207,3675,2190
H0609,94,Arctic,1,97,40,2221,249,2200
H0609,95,Savanna,2,76,93,2231,1396,2220
H0609,96,Tundra,3,78,52,2246,1533,2250
H0609,97,Volcanic,1,90,78,2252,362,2260
H0609,98,Savanna,4,51,30,2304,1668,2300
H0609,99,Rainforest,2,94,37,2316,620,2320
H0609,100,Savanna,5,53,50,2361,2580,2370
H0610,1,Urban Ruins,0,56,50,0,0,0
H0610,2,Tundra,5,59,37,30,4260,50
H0610,3,Rainforest,5,77,46,80,1480,100
H0610,4,Rainforest,0,88,68,80,0,100
H0610,5,Desert,4,76,77,112,3600,140
H0610,6,Desert,4,55,71,156,1068,180
H0610,7,Rainforest,4,83,77,208,620,220
H0610,8,Savanna,5,60,75,233,4380,270
H0610,9,Jungle,1,83,80,244,169,280
H0610,10,Swamp,1,66,98,251,846,290
H0610,11,Tundra,3,62,94,287,981,320
H0610,12,Tundra,3,100,70,326,516,350
H0610,13,Swamp,5,67,73,401,780,400
H0610,14,Urban Ruins,4,95,98,449,748,440
H0610,15,Urban Ruins,4,81,68,477,2404,480
H0610,16,Savanna,2,89,46,503,1608,500
H0610,17,Urban Ruins,3,92,91,542,498,530
H0610,18,Mountain,3,59,51,575,1005,560
H0610,19,Rainforest,3,52,81,596,2262,590
H0610,20,Savanna,2,67,67,624,1524,610
H0610,21,Tundra,5,97,57,664,2910,660
H0610,22,Tundra,5,64,92,699,2835,710
H0610,23,Mountain,1,65,72,708,938,720
H0610,24,Tundra,5,73,39,768,3025,770
H0610,25,Tundra,2,52,43,780,1778,790
H0610,26,Urban Ruins,1,84,79,795,641,800
H0610,27,Swamp,5,91,74,855,4635,850
H0610,28,Jungle,0,71,37,855,0,850
H0610,29,Swamp,4,90,70,879,2728,890
H0610,30,Volcanic,2,62,32,905,1846,910
H0610,31,Urban Ruins,1,80,78,910,410,920
H0610,32,Tundra,3,66,92,931,2076,950
H0610,33,Urban Ruins,0,56,33,931,0,950
H0610,34,Savanna,4,67,49,959,1508,990
H0610,35,Swamp,5,95,88,999,2620,1040
H0610,36,Swamp,0,77,85,999,0,1040
H0610,37,Jungle,5,70,78,1029,3775,1090
H0610,38,Savanna,0,67,40,1029,0,1090
H0610,39,Swamp,4,70,73,1057,2748,1130
H0610,40,Savanna,1,66,90,1068,795,1140
H0610,41,Desert,4,87,41,1100,1108,1180
H0610,42,Mountain,3,86,90,1115,453,1210
H0610,43,Mountain,3,82,62,1148,2265,1240
H0610,44,Savanna,1,55,54,1161,335,1250
H0610,45,Mountain,1,74,48,1170,743,1260
H0610,46,Jungle,2,63,95,1196,1376,1280
H0610,47,Jungle,0,81,44,1196,0,1280
H0610,48,Desert,2,100,81,1224,1670,1300
H0610,49,Urban Ruins,5,73,58,1299,3670,1350
H0610,50,Volcanic,1,80,45,1307,245,1360
H0610,51,Swamp,4,55,63,1335,3788,1400
H0610,52,Mountain,0,94,36,1335,0,1400
H0610,53,Arctic,3,60,72,1368,1071,1430
H0610,54,Arctic,0,77,34,1368,0,1430
H0610,55,Savanna,4,53,60,1404,2876,1470
H0610,56,Tundra,3,99,49,1428,636,1500
H0610,57,Desert,5,70,55,1503,2195,1550
H0610,58,Savanna,5,64,77,1578,2400,1600
H0610,59,Rainforest,3,62,55,1611,1998,1630
H0610,60,Urban Ruins,4,76,66,1651,1756,1670
H0610,61,Swamp,2,94,64,1673,1602,1690
H0610,62,Jungle,3,71,92,1691,1488,1720
H0610,63,Tundra,0,90,99,1691,0,1720
H0610,64,Tundra,3,58,86,1709,1443,1750
H0610,65,Urban Ruins,1,63,61,1720,955,1760
H0610,66,Desert,2,98,55,1734,1860,1780
H0610,67,Rainforest,4,86,55,1762,3868,1820
H0610,68,Swamp,0,92,71,1762,0,1820
H0610,69,Rainforest,0,77,59,1762,0,1820
H0610,70,Arctic,5,81,37,1832,2135,1870
H0610,71,Tundra,4,56,100,1888,3752,1910
H0610,72,Savanna,0,69,89,1888,0,1910
H0610,73,Rainforest,3,100,99,1909,477,1940
H0610,74,Urban Ruins,5,74,46,1944,1955,1990
H0610,75,Volcanic,4,91,94,1980,1496,2030
H0610,76,Urban Ruins,0,76,33,1980,0,2030
H0610,77,Mountain,1,54,73,1994,191,2040
H0610,78,Arctic,3,87,30,2030,2988,2070
H0610,79,Swamp,5,70,30,2105,3420,2120
H0610,80,Jungle,5,87,42,2130,3220,2170
H0610,81,Desert,0,92,48,2130,0,2170
H0610,82,Tundra,4,94,68,2162,2316,2210
H0610,83,Tundra,3,96,30,2195,1677,2240
H0610,84,Urban Ruins,3,75,90,2234,1566,2270
H0610,85,Mountain,5,68,80,2279,3575,2320
H0610,86,Arctic,3,68,32,2309,1947,2350
H0610,87,Urban Ruins,3,99,53,2351,2727,2380
H0610,88,Tundra,1,59,47,2362,422,2390
H0610,89,Jungle,4,71,79,2422,1984,2430
H0610,90,Tundra,4,95,63,2454,3560,2470
H0610,91,Volcanic,5,65,73,2499,3640,2520
H0610,92,Volcanic,2,80,83,2511,816,2540
H0610,93,Jungle,5,54,58,2581,3165,2590
H0610,94,Swamp,3,74,82,2602,612,2620
H0610,95,Arctic,0,53,80,2602,0,2620
H0610,96,Jungle,0,72,95,2602,0,2620
H0610,97,Mountain,5,64,68,2632,2770,2670
H0610,98,Arctic,2,95,52,2654,1396,2690
H0610,99,Tundra,0,54,58,2654,0,2690
H0610,100,Arctic,2,82,52,2676,540,2710
H0611,1,Mountain,5,91,73,55,4180,50
H0611,2,Desert,0,71,56,55,0,50
H0611,3,Urban Ruins,1,68,77,60,903,60
H0611,4,Savanna,4,67,52,116,1812,100
H0611,5,Urban Ruins,5,92,41,146,2055,150
H0611,6,Rainforest,1,71,82,151,102,160
H0611,7,Savanna,4,95,80,191,2100,200
H0611,8,Tundra,1,57,41,201,206,210
H0611,9,Urban Ruins,0,72,30,201,0,210
H0611,10,Jungle,5,92,55,261,1660,260
H0611,11,Volcanic,4,58,76,309,3888,300
H0611,12,Swamp,1,54,51,315,798,310
H0611,13,Swamp,2,93,62,333,360,330
H0611,14,Rainforest,5,88,85,363,640,380
H0611,15,Swamp,1,67,84,376,260,390
H0611,16,Savanna,3,61,32,397,939,420
H0611,17,Tundra,2,60,63,417,474,440
H0611,18,Savanna,1,63,96,432,287,450
H0611,19,Arctic,4,75,36,484,2188,490
H0611,20,Swamp,0,75,35,484,0,490
H0611,21,Urban Ruins,3,71,34,514,1509,520
H0611,22,Savanna,0,90,76,514,0,520
H0611,23,Jungle,2,89,97,542,1722,540
H0611,24,Urban Ruins,4,78,73,598,3836,580
H0611,25,Urban Ruins,0,69,89,598,0,580
H0611,26,Volcanic,2,70,63,620,368,600
H0611,27,Rainforest,1,78,60,628,888,610
H0611,28,Jungle,3,68,77,670,756,640
H0611,29,Urban Ruins,5,96,83,700,4945,690
H0611,30,Savanna,2,64,91,714,684,710
H0611,31,Arctic,1,69,58,728,438,720
H0611,32,Savanna,3,93,92,755,1938,750
H0611,33,Mountain,2,66,40,785,1922,770
H0611,34,Swamp,0,51,95,785,0,770
H0611,35,Swamp,2,74,87,801,476,790
H0611,36,Savanna,5,54,32,876,2680,840
H0611,37,Volcanic,5,57,63,901,4015,890
H0611,38,Mountain,3,92,36,925,312,920
H0611,39,Mountain,2,100,60,955,1960,940
H0611,40,Savanna,1,56,45,970,992,950
H0611,41,Desert,4,80,92,994,2284,990
H0611,42,Arctic,3,58,55,1012,1080,1020
H0611,43,Swamp,3,53,50,1054,1356,1050
H0611,44,Swamp,1,92,55,1063,704,1060
H0611,45,Savanna,5,67,100,1123,2905,1110
H0611,46,Volcanic,4,91,34,1163,3708,1150
H0611,47,Mountain,3,72,42,1208,2391,1180
H0611,48,Urban Ruins,1,93,73,1223,554,1190
H0611,49,Urban Ruins,4,59,36,1251,1508,1230
H0611,50,Jungle,4,59,61,1303,1968,1270
H0611,51,Mountain,1,54,33,1309,706,1280
H0611,52,Desert,0,75,98,1309,0,1280
H0611,53,Swamp,1,56,91,1317,481,1290
H0611,54,Rainforest,2,66,66,1345,428,1310
H0611,55,Rainforest,2,64,92,1375,1466,1330
H0611,56,Arctic,3,87,48,1399,1704,1360
H0611,57,Tundra,0,56,47,1399,0,1360
H0611,58,Mountain,0,70,32,1399,0,1360
H0611,59,Tundra,2,54,86,1419,910,1380
H0611,60,Rainforest,1,69,77,1426,272,1390
H0611,61,Jungle,3,58,89,1459,1155,1420
H0611,62,Swamp,1,97,51,1472,201,1430
H0611,63,Urban Ruins,1,98,45,1479,394,1440
H0611,64,Urban Ruins,1,79,63,1494,317,1450
H0611,65,Arctic,4,83,81,1522,3672,1490
H0611,66,Savanna,0,58,70,1522,0,1490
H0611,67,Desert,0,99,39,1522,0,1490
H0611,68,Jungle,1,76,40,1528,830,1500
H0611,69,Desert,0,99,89,1528,0,1500
H0611,70,Savanna,4,62,61,1552,536,1540
H0611,71,Rainforest,1,59,57,1559,456,1550
H0611,72,Urban Ruins,4,77,75,1603,1936,1590
H0611,73,Jungle,2,72,60,1627,1958,1610
H0611,74,Mountain,0,75,39,1627,0,1610
H0611,75,Swamp,4,61,95,1687,2468,1650
H0611,76,Desert,1,56,73,1702,980,1660
H0611,77,Desert,4,69,34,1746,3652,1700
H0611,78,Arctic,2,50,98,1758,1916,1720
H0611,79,Rainforest,5,53,42,1803,4670,1770
H0611,80,Tundra,5,86,92,1873,4590,1820
H0611,81,Savanna,5,93,94,1928,3665,1870
H0611,82,Rainforest,5,75,60,1998,3025,1920
H0611,83,Jungle,1,100,35,2004,809,1930
H0611,84,Urban Ruins,2,86,56,2024,1758,1950
H0611,85,Swamp,2,80,67,2044,1744,1970
H0611,86,Urban Ruins,1,75,38,2049,491,1980
H0611,87,Mountain,2,93,76,2069,1670,2000
H0611,88,Desert,4,100,88,2109,1912,2040
H0611,89,Jungle,5,88,73,2139,2775,2090
H0611,90,Urban Ruins,3,74,46,2178,2652,2120
H0611,91,Volcanic,0,72,56,2178,0,2120
H0611,92,Savanna,1,96,97,2183,132,2130
H0611,93,Jungle,2,61,41,2205,408,2150
H0611,94,Savanna,4,54,52,2253,484,2190
H0611,95,Swamp,3,98,87,2268,861,2220
H0611,96,Jungle,4,74,98,2328,2092,2260
H0611,97,Jungle,0,76,40,2328,0,2260
H0611,98,Desert,3,63,55,2364,2925,2290
H0611,99,Jungle,0,54,56,2364,0,2290
H0611,100,Savanna,1,65,76,2377,700,2300
H0612,1,Mountain,3,63,61,42,1458,30
H0612,2,Jungle,5,54,86,82,2250,80
H0612,3,Desert,2,88,31,108,1528,100
H0612,4,Jungle,2,98,68,126,1870,120
H0612,5,Jungle,3,87,100,168,2295,150
H0612,6,Savanna,2,83,85,194,1080,170
H0612,7,Desert,2,84,66,212,1834,190
H0612,8,Tundra,0,100,38,212,0,190
H0612,9,Jungle,1,58,33,220,969,200
H0612,10,Arctic,0,54,56,220,0,200
H0612,11,Arctic,1,50,95,226,258,210
H0612,12,Savanna,2,75,72,254,224,230
H0612,13,Jungle,3,61,48,272,1038,260
H0612,14,Savanna,4,88,72,296,1680,300
H0612,15,Volcanic,1,73,31,311,796,310
H0612,16,Arctic,3,51,89,356,684,340
H0612,17,Arctic,5,70,85,396,4225,390
H0612,18,Swamp,1,65,51,404,874,400
H0612,19,Savanna,2,66,68,430,260,420
H0612,20,Desert,0,97,70,430,0,420
H0612,21,Desert,5,78,77,495,1225,470
H0612,22,Jungle,0,54,81,495,0,470
H0612,23,Desert,4,51,88,543,3552,510
H0612,24,Jungle,5,88,86,568,2665,560
H0612,25,Desert,0,84,83,568,0,560
H0612,26,Arctic,2,77,50,588,274,580
H0612,27,Rainforest,5,97,42,613,1820,630
H0612,28,Urban Ruins,2,59,97,629,468,650
H0612,29,Savanna,2,81,91,647,1526,670
H0612,30,Rainforest,3,77,50,692,1962,700
H0612,31,Arctic,5,96,84,717,4395,750
H0612,32,Savanna,4,92,39,745,2340,790
